Buy/Sell Threshold 0.005 within a look ahead day count: 1
Technical Indicators: ['VWMA_10', 'VWAP', 'SMA_10', 'EMA_10', 'bb_upper', 'bb_lower', 'bb_width', 'RSI', 'AMO', 'Close']
Model Parameters: {'learning_rate': 0.99, 'max_iter': 100, 'min_samples_leaf': 20, 'max_depth': None, 'max_leaf_nodes': 31, 'warm_start': False, 'random_state': 63, 'verbose': 0, 'tol': 0.0001}
--------------------------------------------------
Highest % gain: ('META', {'final_portfolio_value': 30371.06360619068, 'Portfolio cumulative percent gain': 203.71063606190683, 'Stock percent gain': 262.64882145149693, 'total_trades': 29, 'winning_trades': 18, 'losing_trades': 10, 'sharpe_ratio': 0.9987225855631102})
Lowest % gain: ('MTCH', {'final_portfolio_value': 2465.9676904991825, 'Portfolio cumulative percent gain': -75.34032309500817, 'Stock percent gain': -68.4947816674355, 'total_trades': 55, 'winning_trades': 23, 'losing_trades': 32, 'sharpe_ratio': -1.677632570343284})
Number of stocks with a positive gain 297
Number of stocks with a negative gain 195
Win/Loss Ratio: 0.95
--------------------------------------------------
Top 100 Portfolios that perform better than their stock
FCX: {'final_portfolio_value': 20821.811866633725, 'Portfolio cumulative percent gain': 108.21811866633725, 'Stock percent gain': 27.663699091945404, 'total_trades': 84, 'winning_trades': 56, 'losing_trades': 27, 'sharpe_ratio': 1.5517594252849218}
SWK: {'final_portfolio_value': 11437.141813477981, 'Portfolio cumulative percent gain': 14.371418134779814, 'Stock percent gain': -48.96178459945876, 'total_trades': 82, 'winning_trades': 44, 'losing_trades': 38, 'sharpe_ratio': 0.25471778923438576}
BAX: {'final_portfolio_value': 9652.020845068175, 'Portfolio cumulative percent gain': -3.479791549318252, 'Stock percent gain': -58.54144655787645, 'total_trades': 71, 'winning_trades': 39, 'losing_trades': 32, 'sharpe_ratio': -0.19368780348934037}
NFLX: {'final_portfolio_value': 22083.54881931487, 'Portfolio cumulative percent gain': 120.8354881931487, 'Stock percent gain': 68.46186509445077, 'total_trades': 107, 'winning_trades': 63, 'losing_trades': 43, 'sharpe_ratio': 10.831236234034028}
HAL: {'final_portfolio_value': 15468.57261865386, 'Portfolio cumulative percent gain': 54.685726186538595, 'Stock percent gain': 6.473210267179665, 'total_trades': 40, 'winning_trades': 19, 'losing_trades': 20, 'sharpe_ratio': 0.6040663024596824}
EXPE: {'final_portfolio_value': 12344.96850369827, 'Portfolio cumulative percent gain': 23.4496850369827, 'Stock percent gain': -22.8836853388469, 'total_trades': 101, 'winning_trades': 58, 'losing_trades': 43, 'sharpe_ratio': 0.41261202600073543}
ENPH: {'final_portfolio_value': 8045.040174306795, 'Portfolio cumulative percent gain': -19.54959825693205, 'Stock percent gain': -65.62633297201519, 'total_trades': 70, 'winning_trades': 32, 'losing_trades': 38, 'sharpe_ratio': -0.8532890483656623}
MTB: {'final_portfolio_value': 14490.893648845476, 'Portfolio cumulative percent gain': 44.90893648845476, 'Stock percent gain': -0.6973976613891484, 'total_trades': 60, 'winning_trades': 31, 'losing_trades': 29, 'sharpe_ratio': 1.7179070886076173}
BBY: {'final_portfolio_value': 13515.32256889099, 'Portfolio cumulative percent gain': 35.1532256889099, 'Stock percent gain': -8.889799630719795, 'total_trades': 55, 'winning_trades': 33, 'losing_trades': 21, 'sharpe_ratio': 1.559349283860736}
ALB: {'final_portfolio_value': 8920.359121199126, 'Portfolio cumulative percent gain': -10.796408788008739, 'Stock percent gain': -54.628326803417906, 'total_trades': 80, 'winning_trades': 41, 'losing_trades': 39, 'sharpe_ratio': -0.43734105692503705}
COP: {'final_portfolio_value': 16809.962163932832, 'Portfolio cumulative percent gain': 68.09962163932832, 'Stock percent gain': 25.891053752598285, 'total_trades': 23, 'winning_trades': 17, 'losing_trades': 5, 'sharpe_ratio': 0.698626283036444}
PPG: {'final_portfolio_value': 12279.695760474397, 'Portfolio cumulative percent gain': 22.796957604743966, 'Stock percent gain': -17.089715430436712, 'total_trades': 32, 'winning_trades': 24, 'losing_trades': 7, 'sharpe_ratio': 0.49768421665928914}
PARA: {'final_portfolio_value': 7255.665914970078, 'Portfolio cumulative percent gain': -27.44334085029922, 'Stock percent gain': -64.99848488144241, 'total_trades': 41, 'winning_trades': 20, 'losing_trades': 21, 'sharpe_ratio': -0.5616616426342466}
CHTR: {'final_portfolio_value': 10190.23892144279, 'Portfolio cumulative percent gain': 1.9023892144278944, 'Stock percent gain': -33.339722849690496, 'total_trades': 90, 'winning_trades': 45, 'losing_trades': 44, 'sharpe_ratio': 0.03615998617796253}
