Buy/Sell Threshold 0.005 within a look ahead day count: 1
Technical Indicators: ['VWMA_10', 'VWAP', 'VWAP_signal', 'SMA_10', 'EMA_10', 'bb_upper', 'bb_lower', 'bb_width', 'Close']
Model Class Weight: {0: 1.1, -1: 1.3, 1: 1}
--------------------------------------------------
Highest % gain: ('SMCI.csv', {'final_portfolio_value': 42557.59898586277, 'Percent gain': 325.57598985862774, 'total_trades': 119})
Lowest % gain: ('MTCH.csv', {'final_portfolio_value': 3588.122322382799, 'Percent gain': -64.11877677617201, 'total_trades': 135})
Number of stocks with a positive gain 275
Number of stocks with a negative gain 225
Sum of the Top 100 portfolios: 1,598,280.89
Sum of the Bottom 100 portfolios: 697,844.99
--------------------------------------------------
SMCI.csv: {'final_portfolio_value': 42557.59898586277, 'Percent gain': 325.57598985862774, 'total_trades': 119}
DAL.csv: {'final_portfolio_value': 25540.52564763534, 'Percent gain': 155.4052564763534, 'total_trades': 114}
ANET.csv: {'final_portfolio_value': 24752.895866923056, 'Percent gain': 147.52895866923055, 'total_trades': 75}
FSLR.csv: {'final_portfolio_value': 24062.29877885769, 'Percent gain': 140.62298778857692, 'total_trades': 132}
LLY.csv: {'final_portfolio_value': 22605.876234037227, 'Percent gain': 126.05876234037227, 'total_trades': 111}
BKR.csv: {'final_portfolio_value': 22368.54202815476, 'Percent gain': 123.6854202815476, 'total_trades': 128}
MCK.csv: {'final_portfolio_value': 21933.69086104051, 'Percent gain': 119.33690861040512, 'total_trades': 83}
CMG.csv: {'final_portfolio_value': 21861.248568642884, 'Percent gain': 118.61248568642884, 'total_trades': 112}
MPC.csv: {'final_portfolio_value': 21074.416736978445, 'Percent gain': 110.74416736978444, 'total_trades': 84}
GE.csv: {'final_portfolio_value': 21043.503569571876, 'Percent gain': 110.43503569571877, 'total_trades': 117}
META.csv: {'final_portfolio_value': 20011.114066213275, 'Percent gain': 100.11114066213275, 'total_trades': 82}
DECK.csv: {'final_portfolio_value': 19881.069137000155, 'Percent gain': 98.81069137000155, 'total_trades': 113}
MPWR.csv: {'final_portfolio_value': 19713.44734263912, 'Percent gain': 97.1344734263912, 'total_trades': 122}
DVA.csv: {'final_portfolio_value': 19077.725557663613, 'Percent gain': 90.77725557663614, 'total_trades': 104}
SCHW.csv: {'final_portfolio_value': 18683.37244645642, 'Percent gain': 86.83372446456418, 'total_trades': 121}
URI.csv: {'final_portfolio_value': 18108.96073245811, 'Percent gain': 81.08960732458108, 'total_trades': 127}
RL.csv: {'final_portfolio_value': 17972.874638983973, 'Percent gain': 79.72874638983973, 'total_trades': 113}
AVGO.csv: {'final_portfolio_value': 17810.059072477176, 'Percent gain': 78.10059072477175, 'total_trades': 92}
AXON.csv: {'final_portfolio_value': 17715.171745944346, 'Percent gain': 77.15171745944346, 'total_trades': 107}
FICO.csv: {'final_portfolio_value': 17498.355870425745, 'Percent gain': 74.98355870425745, 'total_trades': 105}
VRTX.csv: {'final_portfolio_value': 17370.427651000366, 'Percent gain': 73.70427651000365, 'total_trades': 106}
ADI.csv: {'final_portfolio_value': 16790.275472413174, 'Percent gain': 67.90275472413174, 'total_trades': 118}
NUE.csv: {'final_portfolio_value': 16736.23661469469, 'Percent gain': 67.36236614694693, 'total_trades': 86}
WAB.csv: {'final_portfolio_value': 16524.048430549097, 'Percent gain': 65.24048430549097, 'total_trades': 125}
PWR.csv: {'final_portfolio_value': 16450.05933304936, 'Percent gain': 64.50059333049361, 'total_trades': 115}
ON.csv: {'final_portfolio_value': 16422.429908304337, 'Percent gain': 64.22429908304336, 'total_trades': 141}
MA.csv: {'final_portfolio_value': 16414.74397478198, 'Percent gain': 64.1474397478198, 'total_trades': 112}
CMI.csv: {'final_portfolio_value': 16407.08681572226, 'Percent gain': 64.0708681572226, 'total_trades': 98}
LRCX.csv: {'final_portfolio_value': 16013.818771742388, 'Percent gain': 60.13818771742388, 'total_trades': 113}
PH.csv: {'final_portfolio_value': 15986.57607293979, 'Percent gain': 59.865760729397905, 'total_trades': 104}
KLAC.csv: {'final_portfolio_value': 15847.439586631597, 'Percent gain': 58.47439586631597, 'total_trades': 121}
ROL.csv: {'final_portfolio_value': 15836.234202720785, 'Percent gain': 58.362342027207845, 'total_trades': 110}
TRGP.csv: {'final_portfolio_value': 15829.954000738622, 'Percent gain': 58.29954000738622, 'total_trades': 89}
GOOGL.csv: {'final_portfolio_value': 15828.693560058044, 'Percent gain': 58.286935600580435, 'total_trades': 89}
XOM.csv: {'final_portfolio_value': 15773.783619537773, 'Percent gain': 57.737836195377724, 'total_trades': 102}
GWW.csv: {'final_portfolio_value': 15525.89457430093, 'Percent gain': 55.2589457430093, 'total_trades': 110}
HUBB.csv: {'final_portfolio_value': 15344.250553453703, 'Percent gain': 53.442505534537034, 'total_trades': 113}
NXPI.csv: {'final_portfolio_value': 15268.783898407111, 'Percent gain': 52.687838984071114, 'total_trades': 99}
